nom_fichier;version;type_entite;paragraphe;texte_gold;ref_gold;texte_systeme;ref_systeme;score_similarite_pct;statut;TP;FP;FN;contexte
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P59;;;Romains;;;Faux positif;0;1;0;…Mais parmi ce grand nombre, qui nous restent de Grecs et de [Romains], il n'y en a point qui nous aprenne précisement de quels pr…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P60;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P61;;;Tableaux;;;Faux positif;0;1;0;…tes manieres de colorier qui se trouvent dans les meilleurs [Tableaux] que nous voïons exposez dans Toulouse sur lesquels on peut …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P61;Joseph;#Joseph;;;;Faux negatif;0;0;1;…e, il a mis dans l'entre-colomne des credences, Nicodeme et [Joseph] d'Arimathie, qui surviennent avec des linges et des parfums…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P61;;;Char;;;Faux positif;0;1;0;"…ois conformes dans leurs sentimens, ils n'en sont pas moins [char]mans et moins agreables; et ils sont toujours diferens par l…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P61;;;Chapitaux;;;Faux positif;0;1;0;…de Maçonnerie, ornés de belles Colomnes avec leurs bases et [Chapitaux], Frises, Corniches et Mouleures, qui font un merveilleux éf…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P61;;;Frises;;;Faux positif;0;1;0;…ie, ornés de belles Colomnes avec leurs bases et Chapitaux, [Frises], Corniches et Mouleures, qui font un merveilleux éfet. Ces …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P61;;;Peintre;;;Faux positif;0;1;0;… doute, que j'aye voulu traiter de la Peinture, n'êtant pas [Peintre] de profession : Et que je ne me sois pas rebuté, aprés que …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P61;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P61;;;Savans;;;Faux positif;0;1;0;…s seulement par les expressions de la Langue Latine que des [savans] dans ces derniers siécles ont trouvé le moien de se bien ex…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P64;;;Anciens;;;Faux positif;0;1;0;"…'est perdu, j'en propose d'autres qui étoient inconnues aux [Anciens], et que nous avons inventées; j'entre dans l'Atelier du Pei…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P64;;;Grecs;;;Faux positif;0;1;0;…eur grand progrez dans l'antiquité est dûe premierement aux [Grecs], comme dans ces derniers siécles elle est deue à l'Italie, …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P67;;;Peintre;;;Faux positif;0;1;0;… doute, que j'aye voulu traiter de la Peinture, n'êtant pas [Peintre] de profession : Et que je ne me sois pas rebuté, aprés que …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P69;;;Peintre;;;Faux positif;0;1;0;… doute, que j'aye voulu traiter de la Peinture, n'êtant pas [Peintre] de profession : Et que je ne me sois pas rebuté, aprés que …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P70;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P70;;;Tableaux;;;Faux positif;0;1;0;…tes manieres de colorier qui se trouvent dans les meilleurs [Tableaux] que nous voïons exposez dans Toulouse sur lesquels on peut …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P70;;;Estampes;;;Faux positif;0;1;0;"…re : car il fit graver une partie de ses Desseins, dont les [estampes] se distribuerent par toute l'Europe ; il laissa encore d'ex…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P70;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P70;d'Hannibal;#AnnibaleCarracci;Hannibal;;89;Erreur texte;1;0;0;…ain, du Correge, du Titien, du Paul Veronés et du Tintoret, [d'Hannibal] et d'Augustin Carache, et enfin de Pierre Beretin de Corton…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P70;;;Italiens;;;Faux positif;0;1;0;…hées auparavant, je les ay tirées des Auteurs Latins et des [Italiens], principalement de Vazari et de Lomasse, qui sont des plus …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P70;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P71;;;Hommes;;;Faux positif;0;1;0;… : Et que je ne me sois pas rebuté, aprés que deux excélens [hommes] de ce siecle ont écrit sur le même sujét dans toute la pure…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P71;;;Témoin le Sueur;;;Faux positif;0;1;0;…Hommes qui peuvent étre comparez à ceux de delà les Monts : [Témoin le Sueur], le Brun, Mignard et quelques autres, à qui je ne saurois d…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P71;;;Brun;;;Faux positif;0;1;0;…. Aprés lui la grande réputation se declara pour Charles Le [Brun], qui aiant heureusement vécu sous le règne du plus magnifiq…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P71;le Sueur;#EustacheLeSueur;;;;Faux negatif;0;0;1;…rs autres commencerent à se faire mieux remarquer. Eustache [le Sueur] a été un de ses meilleurs Eleves : Il avoit, aquis un merve…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P71;le Brun;#CharlesLeBrun;;;;Faux negatif;0;0;1;…une. Aprés lui la grande réputation se declara pour Charles [Le Brun], qui aiant heureusement vécu sous le règne du plus magnifiq…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P71;;;Pinceau;;;Faux positif;0;1;0;…ous sera pas plus sensible que s'il n'avoit jamais manié le [pinceau] : De sorte que vous jugerez bien-tôt que la pratique ne ren…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P71;;;Coloris;;;Faux positif;0;1;0;…s autres plus modernes. La troisiéme Dissertation traite du [Coloris] : J'explique en premier lieu ce que c'est que le Coloris pa…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P72;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P72;Pader;#HilairePader;;;;Faux negatif;0;0;1;… ceux qui en ont écrit, comme Jean Paul Lomasse Milanais et [Pader] Peintre Tolofain, qui a traduit le premier livre de cet Aut…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P72;;;Dessein;;;Faux positif;0;1;0;…'elles ont êté formées. Ma deuxiéme Dissertation est sur le [Dessein], qui sert de base et de regle à plusieurs autres Arts : J'e…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P72;;;Vaguesse;;;Faux positif;0;1;0;… et l'entente des couleurs, mais encore la Fraischeur et la [Vaguesse]. L'union s'y trouve lorsque les teintes se succedent gradue…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P72;;;Pinceau;;;Faux positif;0;1;0;…ous sera pas plus sensible que s'il n'avoit jamais manié le [pinceau] : De sorte que vous jugerez bien-tôt que la pratique ne ren…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P72;Joseph;#Joseph;;;;Faux negatif;0;0;1;…e, il a mis dans l'entre-colomne des credences, Nicodeme et [Joseph] d'Arimathie, qui surviennent avec des linges et des parfums…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P73;;;Portrait;;;Faux positif;0;1;0;…a Peinture est une sorte d'ouvrage, comme le Païsage et les [Portrait]s, et qu'elle est diferente de l'invention, comme l'éfet l'e…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P73;;;Artisans;;;Faux positif;0;1;0;"…profession ; parmi les Sculpteurs, les Curieux, et certains [artisans] méme dont l'Art demande quelque teinture du Dessein. Il est…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P73;;;Peuple;;;Faux positif;0;1;0;… spectacles dans nôtre siecle également propres à plaire au [peuple] et à l'atirer à la pieté. Il seroit à souhaiter qu'il n'y e…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P73;;;Peintre;;;Faux positif;0;1;0;… doute, que j'aye voulu traiter de la Peinture, n'êtant pas [Peintre] de profession : Et que je ne me sois pas rebuté, aprés que …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P73;;;Peintre;;;Faux positif;0;1;0;… doute, que j'aye voulu traiter de la Peinture, n'êtant pas [Peintre] de profession : Et que je ne me sois pas rebuté, aprés que …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P73;;;Portraits;;;Faux positif;0;1;0;…a Peinture est une sorte d'ouvrage, comme le Païsage et les [Portraits], et qu'elle est diferente de l'invention, comme l'éfet l'es…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P74;;;Peintre;;;Faux positif;0;1;0;… doute, que j'aye voulu traiter de la Peinture, n'êtant pas [Peintre] de profession : Et que je ne me sois pas rebuté, aprés que …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P74;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P74;;;Letres;;;Faux positif;0;1;0;… n'en est pas des Peintres comme de la plú-part des gens de [Letres], qui ne sont pas toûjours obligez d'écrire pour aquerir de …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P74;;;Peintre;;;Faux positif;0;1;0;… doute, que j'aye voulu traiter de la Peinture, n'êtant pas [Peintre] de profession : Et que je ne me sois pas rebuté, aprés que …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P74;;;II;;;Faux positif;0;1;0;…oîtront point le mérite. Les Privileges que le Roi Charles V[II] avoit autrefois acordé aux Peintres et Vitriers par Lettres…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P74;;;Poëte;;;Faux positif;0;1;0;… nature de la bête. Quelque liberté que les Peintres et les [Poëte]s ayent pris dans leur Art, il n'est pas permis aux uns ni a…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P75;;;Peintre;;;Faux positif;0;1;0;… doute, que j'aye voulu traiter de la Peinture, n'êtant pas [Peintre] de profession : Et que je ne me sois pas rebuté, aprés que …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P75;;;Monarque;;;Faux positif;0;1;0;…t point de perfection et de gloire. Que si plusieurs grands [Monarque]s ont préféré les Sculpteurs aux Peintres : C'est qu'ils ont…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P75;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P76;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P76;;;Peintre;;;Faux positif;0;1;0;… doute, que j'aye voulu traiter de la Peinture, n'êtant pas [Peintre] de profession : Et que je ne me sois pas rebuté, aprés que …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P77;;;II;;;Faux positif;0;1;0;…oîtront point le mérite. Les Privileges que le Roi Charles V[II] avoit autrefois acordé aux Peintres et Vitriers par Lettres…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P78;;;Pape Léon X;;;Faux positif;0;1;0;…tenu. Pour Raphaël Santio : Il eut tant de faveur auprés du [Pape Léon X], qu'il passa les dernieres années de sa vie dans le luxe et…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P78;;;Son Eleve;;;Faux positif;0;1;0;…lustres Peintres. Apelle dedia un traité de sa Profession à [son Eleve] Persée : Protogene composa quelque volume sur latitude des …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P78;Léon X;#LeonX;;;;Faux negatif;0;0;1;… Pour Raphaël Santio : Il eut tant de faveur auprés du Pape [Léon X], qu'il passa les dernieres années de sa vie dans le luxe et…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P79;le Dominiquin;#Dominiquin;Dominiquin;;87;Erreur texte;1;0;0;…s Eleves qui ont vécu bien avant dans nôtre siécle : savoir [le Dominiquin], le Guide, le Lanfranc avec quelques autres. Et quoi-que Be…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P80;le Guerchin;#Guerchin;Guerchin;;84;Erreur texte;1;0;0;…cessiteux dans sa viellesse. Barbieri, qu'on apelloit aussi [le Guerchin], ne voulut point se marier non plus que le Guide : Mais il …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P80;;;Religieuses;;;Faux positif;0;1;0;…e lui nous aprennent qu'il etablit ses nieces, il en fit de [Religieuses], il en maria d'autres, et prit encore le soin de bien faire…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P80;le Guide;#GuidoReni;;;;Faux negatif;0;0;1;…t vécu bien avant dans nôtre siécle : savoir le Dominiquin, [le Guide], le Lanfranc avec quelques autres. Et quoi-que Beretin ou P…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P81;;;Patron;;;Faux positif;0;1;0;"…puisque les Esclaves étoient la plûpart fort aimés de leurs [Patron]s ; et encore parce que toutes les afaires de leurs Maîtres …"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P81;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P81;;;Chevalier;;;Faux positif;0;1;0;…e, et un autre en la Biblioteque de nôtre tres-cher et féal [Chevalier], Chancelier de France et Commandeur de nos Ordres le Sr. Bo…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P81;Urbain VIII;#UrbainVIII;Pape Urbain VIII;;81;Erreur texte;1;0;0;…gaigna de grandes sommes, il fut fait Chevalier par le Pape [Urbain VIII] et mourut Garçon. On peut encore louer Poussin en cét endro…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P81;;;Garçon;;;Faux positif;0;1;0;…is un jeune Eleve fis d'un autre Peintre d'Urbin : ce jeune [garçon], qui s'apelloit Raphaël Santio, eût naturellement le genie …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P82;;;Italiens;;;Faux positif;0;1;0;…hées auparavant, je les ay tirées des Auteurs Latins et des [Italiens], principalement de Vazari et de Lomasse, qui sont des plus …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P82;;;II;;;Faux positif;0;1;0;…oîtront point le mérite. Les Privileges que le Roi Charles V[II] avoit autrefois acordé aux Peintres et Vitriers par Lettres…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P82;Poussin;#NicolasPoussin;;;;Faux negatif;0;0;1;… par la premiere : Nous aprenons de Felibien dans la vie de [Poussin] que ce Peintre, consulté sur la Peinture par un de ses amis…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P83;l'Empereur Charles-Quint;#CharlesQuint;Empereur Charles-Quint;;96;Erreur texte;1;0;0;"…orisez la Fortune. Titien receut des bien-faits immenses de [l'Empereur Charles-Quint], et laissa de grandes richesses à ses enfans ; mais qui les…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P83;;;Caractere d'Ambassadeur;;;Faux positif;0;1;0;… l'Eloge de Rubens nous aprennent qu'il avoit été honoré du [Caractere d'Ambassadeur] du Roi d'Espagne auprès du Roi d'Angleterre et qu'il avois …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P83;;;Roi d'Espagne;;;Faux positif;0;1;0;…ennent qu'il avoit été honoré du Caractere d'Ambassadeur du [Roi d'Espagne] auprès du Roi d'Angleterre et qu'il avois laissé de grands …
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P83;;;Roi d'Angleterre;;;Faux positif;0;1;0;…dié son traité de la Peinture des anciens à Charles Premier [Roi d'Angleterre]. Les Italiens ont surpassé le nombre des autres Ecrivains s…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P83;;;Enfans;;;Faux positif;0;1;0;… la Peinture, la Sculpture et l'Architecture à trois jeunes [enfans] qui l'acompagnent : Minerve les vient recueillir favorablem…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P84;;;Regne;;;Faux positif;0;1;0;…an de grace mil six cens quatre vingt-dix huit, et de nôtre [regne] le cinquante cinquiéme. Par le Roy en son Conseil. JUNQUIER…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P84;le Sr. le Brun;#CharlesLeBrun;Sr. le Brun;;88;Erreur texte;1;0;0;…tant je pourrois ajoûter que nous avons veu depuis ce Regne [le Sr. le Brun] premier Peintre du Roi, honoré de l'estime et des liberalit…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P84;;;Peintre du Roi;;;Faux positif;0;1;0;…r que nous avons veu depuis ce Regne le Sr. le Brun premier [Peintre du Roi], honoré de l'estime et des liberalités de ce Grand Monarque…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P84;;;Sa Majesté;;;Faux positif;0;1;0;…entrétenir les modeles. Et par de secondes Lettres Patentes [Sa Majesté] augmenta cette somme jusques à quatre mille livres : Voulan…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P85;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P85;;;Savans;;;Faux positif;0;1;0;…s seulement par les expressions de la Langue Latine que des [savans] dans ces derniers siécles ont trouvé le moien de se bien ex…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P85;;;Anciens;;;Faux positif;0;1;0;"…'est perdu, j'en propose d'autres qui étoient inconnues aux [Anciens], et que nous avons inventées; j'entre dans l'Atelier du Pei…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Savans;;;Faux positif;0;1;0;…s seulement par les expressions de la Langue Latine que des [savans] dans ces derniers siécles ont trouvé le moien de se bien ex…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Savant;;;Faux positif;0;1;0;…re, qui est le dessein : de sorte que par la lecture de son [savant] Ouvrage, les Peintres ne se peuvent point avancer dans la p…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Spirituel;;;Faux positif;0;1;0;… a fait un Catalogue. Tout ce qu'il y avoit de Savant et de [Spirituel] à Rome se faisoit honneur de l'amitié de Raphaël. Le meille…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;l'Aretin;#PietroAretino;Aretin;;86;Erreur texte;1;0;0;"…eur de l'amitié de Raphaël. Le meilleur ami de Titien étoit [l'Aretin], qui le fit valoir auprès de l'Empereur Charles-Quint ; et …"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Empereur Charles-Quint;;;Faux positif;0;1;0;"…isez la Fortune. Titien receut des bien-faits immenses de l'[Empereur Charles-Quint], et laissa de grandes richesses à ses enfans ; mais qui les…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;Charles-Quint;#CharlesQuint;;;;Faux negatif;0;0;1;"…ortune. Titien receut des bien-faits immenses de l'Empereur [Charles-Quint], et laissa de grandes richesses à ses enfans ; mais qui les…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;le Cavalier Marin;#GiambattistaMarino;Poëte le Cavalier Marin;;85;Erreur texte;1;0;0;…tant encore jeune lia une sorte amitié avec ce fameux Poëte [le Cavalier Marin], qui êtoit à la Cour de LOUIS XIII, à qui il dedia son Poëm…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Poëme d'Adonis;;;Faux positif;0;1;0;"…arin, qui êtoit à la Cour de LOUIS XIII, à qui il dedia son [Poëme d'Adonis] ; et enfin de nos jours Poquelin de Moliére a celebré dans …"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;LOUIS XIII;#LouisXIII;;;;Faux negatif;0;0;1;…nri III. Mais Henri IV. favorisa Freminet Peintre François. [Louis XIII]. honora Simon Voüet de ses liberalitez et fit passer Poussi…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;d'Adonis;#Adonis;;;;Faux negatif;0;0;1;"…qui êtoit à la Cour de LOUIS XIII, à qui il dedia son Poëme [d'Adonis] ; et enfin de nos jours Poquelin de Moliére a celebré dans …"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Art;;;Faux positif;0;1;0;…erselle. Mais on sait que tous ceux qui ont parlé de ce bel [Art] dans l'Antiquité, et même parmi les modernes, n'êtoient pas…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Savans;;;Faux positif;0;1;0;…s seulement par les expressions de la Langue Latine que des [savans] dans ces derniers siécles ont trouvé le moien de se bien ex…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P86;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P87;;;Peintres;;;Faux positif;0;1;0;…dans l'Antiquité, et même parmi les modernes, n'êtoient pas [Peintres] non plus que moy : Et à l'êgard de nos Auteurs François, il…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P87;;;Artisans;;;Faux positif;0;1;0;"…profession ; parmi les Sculpteurs, les Curieux, et certains [artisans] méme dont l'Art demande quelque teinture du Dessein. Il est…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P87;;;Historiens;;;Faux positif;0;1;0;…esentées, par les mémes circonstances que les Poëtes ou les [Historiens] nous ont remarquées : Dont il s'est formé un certain usage,…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P87;;;Poètes;;;Faux positif;0;1;0;…d'une beauté extraordinaire. C'est sur ce fondement que les [Poètes] ont fait tant de fictions qui ne choquent point la vrai-sem…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P87;;;Aïez;;;Faux positif;0;1;0;…vertu et de la gloire, comme les Historiens et les Poètes ? [Aïez] toujours en veue d'instruire et de plaire comme eux, et pen…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P88;;;Orateur;;;Faux positif;0;1;0;"…elle participe de la Téorie et de la Pratique : parce que l'[Orateur] n'est pas moins Orateur, lors qu'il ne parle pas ; que le M…"
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P88;;;Poëtes;;;Faux positif;0;1;0;… nature de la bête. Quelque liberté que les Peintres et les [Poëtes] ayent pris dans leur Art, il n'est pas permis aux uns ni au…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P88;;;Dramatiques;;;Faux positif;0;1;0;…t le sujet dans son jour. Les Poëtes, et principalement les [Dramatiques], ne reussissent jamais mieux que lors qu'ils savent choisir…
DupuyDuGrez_TraitePeinture.xml;Vstanza;persName;DUP_TP_L4_L4C1_P89;;;Auteurs;;;Faux positif;0;1;0;…êtoient pas Peintres non plus que moy : Et à l'êgard de nos [Auteurs] François, ils sont en si petit nombre, et la matiere est si…
