xml_id,birth_place,region1,region2,region,country,country_qid,region_qid
FrancoisDerand,Vic-sur-Seille,Moselle,Grand Est,France,France,Q142,Q142
SimonFrancois,Tours,Indre-et-Loire,Centre-Val de Loire,France,France,Q142,Q142
MartinFreminet,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
RolandFreartDeChambray,Le Mans,Sarthe,Pays de la Loire,France,France,Q142,Q142
PaulFreartDeChantelou,Le Mans,Sarthe,Pays de la Loire,France,France,Q142,Q142
AmbroiseFredeau,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
AndreFelibien,Chartres,Eure-et-Loir,Centre-Val de Loire,France,France,Q142,Q142
AgnoloGaddi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
GaddoGaddi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
TaddeoGaddi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
FedeGalizia,Trente,province autonome de Trente,Trentin-Haut-Adige,Trentin-Haut-Adige,Italie,Q38,
CornelisGalleI,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
PhilipGalle,Haarlem,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
Garofalo,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
LucasGassel,Helmond,Brabant-Septentrional,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
BernardinoGatti,Pavie,Pavie,Lombardie,Lombardie,Italie,Q38,
PomponioGaurico,Giffoni Valle Piana,province de Salerne,Campanie,Campanie,Italie,Q38,
GeorgGeldorp,Cologne,district de Cologne,Rhénanie-du-Nord-Westphalie,Allemagne,Allemagne,Q183,Q183
ClaudeLorrain,Chamagne,arrondissement d'Épinal,Vosges,France,France,Q142,Q142
BartolomeoGenga,Cesena,Forlì-Cesena,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
GirolamoGenga,Urbino,Pesaro et Urbino,Marches,Marches,Italie,Q38,
ArtemisiaGentileschi,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,
AntonioDaFaenza,Faenza,Ravenne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
BalthazarGerbier,Middelbourg,Middelbourg,Zélande,Pays-Bas,Pays-Bas,Q55,Q55
ConradGessner,Zurich,district de Zurich,canton de Zurich,Suisse,Suisse,Q39,Q39
ConsiglioGherardi,Sansepolcro,Arezzo,Toscane,Toscane,Italie,Q38,
LorenzoGhiberti,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
BenedettoGhirlandaio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
DavideGhirlandaio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
DomenicoGhirlandaio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
RidolfoDelGhirlandaio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
GiorgioGhisi,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,
GianelloTorriani,Crémone,Crémone,Lombardie,Lombardie,Italie,Q38,
GiovanniGiocondo,Melide,Cercle de Paradiso,district de Lugano,Suisse,Suisse,Q39,Q39
Giorgione,Castelfranco Veneto,Trévise,Vénétie,Vénétie,Italie,Q38,
Giotto,Vicchio,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
AgostinoDiGiovanni,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
BertoldoDiGiovanni,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
DarioDiGiovanni,Pordenone,Organisme de décentralisation régionale de Pordenone,Frioul-Vénétie Julienne,Frioul-Vénétie Julienne,Italie,Q38,
GiovanniMariaFalconetto,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,
GirolamoMacchietti,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
DanielGittard,Blandy,Seine-et-Marne,Île-de-France,France,France,Q142,Q142
HendrickGoltzius,Bracht,Brüggen,arrondissement de Viersen,Allemagne,Allemagne,Q183,Q183
HubertusGoltzius,Venlo,Limbourg,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
JanGossaert,Maubeuge,arrondissement d'Avesnes-sur-Helpe,Nord,France,France,Q142,Q142
HendrickGoudt,La Haye,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
JeanGoujon,Rouen,Seine-Maritime,Normandie,France,France,Q142,Q142
AntivedutoGramatica,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,
MatthausGreuter,Strasbourg,Bas-Rhin,République française,France,France,Q142,Q142
MatthiasGrunewald,Wurtzbourg,Basse-Franconie,Bavière,Allemagne,Allemagne,Q183,Q183
RaffaelloGuidi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
GuidoReni,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
PaoloGuidotti,Lucques,Lucques,Toscane,Toscane,Italie,Q38,
FrancoisGuy,Le Puy-en-Velay,Haute-Loire,Auvergne-Rhône-Alpes,France,France,Q142,Q142
AdriaenHanneman,La Haye,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
JulesHardouinMansart,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
MaertenVanHeemskerck,Heemskerk,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
JosephHeintz,Bâle,canton de Bâle-Ville,Suisse,Suisse,Suisse,Q39,Q39
JanSandersVanHemessen,Hemiksem,Hemiksem,arrondissement administratif d'Anvers,Belgique,Belgique,Q31,Q31
JanVanDenHoecke,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
JacobHoefnagel,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
HansHolbeinDeElder,Augsbourg,Souabe,Bavière,Allemagne,Allemagne,Q183,Q183
HansHolbeinDeJonge,Augsbourg,Souabe,Bavière,Allemagne,Allemagne,Q183,Q183
GabrielHonnet,,,,,,,
GerritVanHonthorst,Utrecht,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
InnocenzoFrancucci,Imola,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
AbrahamJanssens,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
PieterDeJodeI,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
JacobJordaens,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
FranciscusJunius,Heidelberg,Karlsruhe,Bade-Wurtemberg,Allemagne,Allemagne,Q183,Q183
WillemKey,Bréda,Bréda,Brabant-Septentrional,Pays-Bas,Pays-Bas,Q55,Q55
MelchiorIKusel,Augsbourg,Souabe,Bavière,Allemagne,Allemagne,Q183,Q183
PhilibertDelorme,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142
LaurentDeLaHyre,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
AntonioLabacco,Verceil,Verceil,Piémont,Piémont,Italie,Q38,
PieterVanLaer,Haarlem,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
RaymondLafage,Lisle-sur-Tarn,Tarn,Occitanie,France,France,Q142,Q142
AntoineLafrery,Orgelet,Jura,Bourgogne-Franche-Comté,France,France,Q142,Q142
GeorgesLallemand,Nancy,Meurthe-et-Moselle,Grand Est,France,France,Q142,Q142
DominiqueLampsonius,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
PaoloCamilloLandriani,Ponte in Valtellina,Sondrio,Lombardie,Lombardie,Italie,Q38,
GiovanniLanfranco,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
NicolasLanglois,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
BernardinoLanino,Mortara,Pavie,Lombardie,Lombardie,Italie,Q38,
PieterLastman,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55
TommasoLaureti,Palerme,ville métropolitaine de Palerme,Sicile,Sicile,Italie,Q38,
HansSebaldLautensack,Bamberg,Haute-Franconie,Bavière,Allemagne,Allemagne,Q183,Q183
HoraceLeBlanc,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142
CharlesLeBrun,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
PierreLeMuet,Dijon,Côte-d'Or,Bourgogne-Franche-Comté,France,France,Q142,Q142
AntoineLePautre,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
EustacheLeSueur,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
FrancoisLeVau,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
RemeeVanLeemput,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
JeanLemaire,Dammartin-en-Goële,Seine-et-Marne,Île-de-France,France,France,Q142,Q142
JacquesLemercier,Pontoise,Val-d'Oise,Île-de-France,France,France,Q142,Q142
LeoneLeoni,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,
PompeoLeoni,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
HenriLerambert,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
PierreLescot,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
LucasVanLeyden,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
BernardinoLicinio,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
GiulioLicinio,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
PirroLigorio,Naples,ville métropolitaine de Naples,Campanie,Campanie,Italie,Q38,
JacopoLigozzi,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,
FilippinoLippi,Prato,Prato,Toscane,Toscane,Italie,Q38,
FraFilippoLippi,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
NicolasLoir,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
GiovanniPaoloLomazzo,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
LambertLombard,Liège,arrondissement administratif de Liège,Province de Liège,Belgique,Belgique,Q31,Q31
AlfonsoLombardi,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
CristoforoLombardo,,,,,,,
GirolamoLombardo,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
OnorioLonghi,Viggiù,province de Varèse,Lombardie,Lombardie,Italie,Q38,
AngeloDiLorentino,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,
AmbrogioLorenzetti,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
PietroLorenzetti,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
BattistaLorenzi,Settignano,Florence,ville métropolitaine de Florence,Toscane,Italie,Q38,
Lorenzetto,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
AurelioLuini,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
BernardinoLuini,Dumenza,province de Varèse,Lombardie,Lombardie,Italie,Q38,
LorenzoLuzzo,Feltre,Belluno,Vénétie,Vénétie,Italie,Q38,
AndreLebre,Toulouse,Haute-Garonne,Occitanie,France,France,Q142,Q142
CarloMaderno,Capolago,Mendrisio,Cercle du Mendrisio,Suisse,Suisse,Q39,Q39
AlessandroMaganza,Vicence,Vicence,Vénétie,Vénétie,Italie,Q38,
GiovanniMaggi,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,
Maggiore,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
BenedettoDaMaiano,Maiano,Fiesole,ville métropolitaine de Florence,Toscane,Italie,Q38,
BastianoMainardi,San Gimignano,Sienne,Toscane,Toscane,Italie,Q38,
IsaacMajor,Francfort-sur-le-Main,district de Darmstadt,Hesse,Allemagne,Allemagne,Q183,Q183
ulan_500027513,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
CarelVanMander,Meulebeke,Tielt,arrondissement administratif de Tielt,Belgique,Belgique,Q31,Q31
BartolomeoManfredi,Ostiano,Crémone,Lombardie,Lombardie,Italie,Q38,
FrancoisMansart,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
GiovanniMansueti,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
AndreaMantegna,Isola Mantegna,Piazzola sul Brenta,Province de Padoue,Vénétie,Italie,Q38,
RinaldoMantovano,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,
DianaScultoriGhisi,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,
GiovanniBattistaScultori,Mantoue,Mantoue,Lombardie,Lombardie,Italie,Q38,
CarloMaratti,Camerano,Ancône,Marches,Marches,Italie,Q38,
GuillaumeMarcillat,La Châtre,arrondissement de la Châtre,Indre,France,France,Q142,Q142
JeanMartin,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
Masaccio,San Giovanni Valdarno,Arezzo,Toscane,Toscane,Italie,Q38,
MasolinoDaPanicale,Panicale,province de Pérouse,Ombrie,Ombrie,Italie,Q38,
GirolamoMassei,Lucques,Lucques,Toscane,Toscane,Italie,Q38,
JacobMatham,Haarlem,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
MicheleDiMatteo,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
MatthijsBril,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
GiovanniAmbrogioMazenta,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
Parmigianino,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
GirolamoMazzolaBedoli,Viadana,Mantoue,Lombardie,Lombardie,Italie,Q38,
LudovicoMazzolino,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
GiuseppeMeda,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
ClaudeMellan,Abbeville,Somme,Hauts-de-France,France,France,Q142,Q142
FrancescoMelzi,Milan,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
LippoMemmi,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
SimoneMemmi,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
FrancescoMerano,Gênes,ville métropolitaine de Gênes,Ligurie,Ligurie,Italie,Q38,
AntonelloDeMessine,Messine,ville métropolitaine de Messine,Sicile,Sicile,Italie,Q38,
QuintenMetsys,Louvain,arrondissement administratif de Louvain,Brabant flamand,Belgique,Belgique,Q31,Q31
Michelozzo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
MichielJanszVanMiereveld,Delft,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
FransVanMieris,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
NicholasMignard,Troyes,Aube,Grand Est,France,France,Q142,Q142
PierreMignard,Troyes,Aube,Grand Est,France,France,Q142,Q142
PierreIIMignard,Avignon,Vaucluse,Provence-Alpes-Côte d'Azur,France,France,Q142,Q142
AntonioMini,,,,,,,
FrancescoMochi,Montevarchi,Arezzo,Toscane,Toscane,Italie,Q38,
PierFrancescoMola,Coldrerio,Cercle du Mendrisio,district de Mendrisio,Suisse,Suisse,Q39,Q39
JoosIIDeMomper,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
PierreMonier,Blois,Loir-et-Cher,Centre-Val de Loire,France,France,Q142,Q142
JacopoDaMontagnana,montagnana,Province de Padoue,Vénétie,Vénétie,Italie,Q38,
BaccioDaMontelupo,Montelupo Fiorentino,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
AnthonieVanMontfoortBlocklandt,Montfoort,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
AnthonisMorVanDashorst,Utrecht,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
PaoloMorando,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,
GiovanniBattistaMoroni,Albino,Bergame,Lombardie,Lombardie,Italie,Q38,
JanHarmenszMuller,Amsterdam,Amsterdam,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Q55,Q55
AgostinoVeneziano,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
GirolamoMuziano,Brescia,Brescia,Lombardie,Lombardie,Italie,Q38,
LorenzoNaldini,,,,,,,
RobertNanteuil,Reims,Marne,Grand Est,France,France,Q142,Q142
MichelNatalis,Liège,arrondissement administratif de Liège,Province de Liège,Belgique,Belgique,Q31,Q31
CesareNebbia,Orvieto,province de Terni,Ombrie,Ombrie,Italie,Q38,
CasparNetscher,Heidelberg,Karlsruhe,Bade-Wurtemberg,Allemagne,Allemagne,Q183,Q183
GiacomoNizzola,Trezzo sull’Adda,ville métropolitaine de Milan,Lombardie,Lombardie,Italie,Q38,
JeanNocret,Nancy,Meurthe-et-Moselle,Grand Est,France,France,Q142,Q142
AdamVanNoort,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
LambertVanNoort,Amersfoort,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
PietroPaoloOlivieri,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,
GerardVanOpstal,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Région de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31
OrazioDeFerrari,Voltri,Municipio VII Ponente,Gênes,Ligurie,Italie,Q38,
FrancoisDOrbay,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
BernaertVanOrley,Bruxelles,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31
HilairePader,Toulouse,Haute-Garonne,Occitanie,France,France,Q142,Q142
BenedettoPagni,Pescia,Pistoia,Toscane,Toscane,Italie,Q38,
AndreaPalladio,Padoue,Province de Padoue,Vénétie,Vénétie,Italie,Q38,
JacopoPalmaIlVecchio,Serina,Bergame,Lombardie,Lombardie,Italie,Q38,
JacopoPalmaIlGiovane,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
AntonioMariaPanico,,,,,,,
LeonardoParasole,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,
BartolomeoPassarotti,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
GiovanniFrancescoPenni,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
LucaPenni,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
ClaudePerrault,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
FrancoisPerrier,Pontarlier,Doubs,Bourgogne-Franche-Comté,France,France,Q142,Q142
BaldassarrePeruzzi,Sienne,Sienne,Toscane,Toscane,Italie,Q38,
SimonePeterzano,Bergame,Bergame,Lombardie,Lombardie,Italie,Q38,
Petrarque,Arezzo,Arezzo,Toscane,Toscane,Italie,Q38,
PetrusChristus,Baerle,Baerle-Nassau,Brabant-Septentrional,Belgique,Belgique,Q31,Q31
GiovanniDiPietro,Pérouse,province de Pérouse,Ombrie,Ombrie,Italie,Q38,
RogerDePiles,Clamecy,Nièvre,Bourgogne-Franche-Comté,France,France,Q142,Q142
GermainPilon,Paris,Métropole du Grand Paris,Île-de-France,France,France,Q142,Q142
MarcoPino,Costalpino,Sienne,Sienne,Toscane,Italie,Q38,
PaoloPino,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
Pinturicchio,Pérouse,province de Pérouse,Ombrie,Ombrie,Italie,Q38,
SebastianoDelPiombo,Venise,ville métropolitaine de Venise,Vénétie,Vénétie,Italie,Q38,
Pisanello,Pise,Pise,Toscane,Toscane,Italie,Q38,
AndreaPisano,Pontedera,Pise,Toscane,Toscane,Italie,Q38,
BonannoPisano,Pise,Pise,Toscane,Toscane,Italie,Q38,
GiovanniPisano,Pise,Pise,Toscane,Toscane,Italie,Q38,
NicolaPisano,Foggia,Foggia,Pouilles,Pouilles,Italie,Q38,
FraPaolinoDaPistoia,Pistoia,Pistoia,Toscane,Toscane,Italie,Q38,
BonifacioVeronese,Vérone,Vérone,Vénétie,Vénétie,Italie,Q38,
GiovanniBattistaPittoni,Vicence,Vicence,Vénétie,Vénétie,Italie,Q38,
CornelisVanPoelenburgh,Utrecht,Utrecht,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
AntonioPollaiuolo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
PieroPollaiuolo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
AmalteoPomponio,Motta di Livenza,Trévise,Vénétie,Vénétie,Italie,Q38,
JacquiotPonce,Rethel,Ardennes,Grand Est,France,France,Q142,Q142
GiovanniDalPonte,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
PaulusPontius,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
Pontormo,Empoli,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
GiovanniGiacomoDellaPorta,Porlezza,Côme,Lombardie,Lombardie,Italie,Q38,
GiuseppePorta,Castelnuovo di Garfagnana,Lucques,Toscane,Toscane,Italie,Q38,
GuglielmoDellaPorta,Porlezza,Côme,Lombardie,Lombardie,Italie,Q38,
FransPourbusI,Bruges,arrondissement administratif de Bruges,Flandre-Occidentale,Belgique,Belgique,Q31,Q31
PieterPourbus,Gouda,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
NicolasPoussin,Les Andelys,arrondissement des Andelys,Eure,France,France,Q142,Q142
CharlesPoerson,Metz,Moselle,Grand Est,France,France,Q142,Q142
AndreaPrevitali,Berbenno,Bergame,Lombardie,Lombardie,Italie,Q38,
FrancescoPrimaticcio,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
CamilloProcaccini,Parme,Parme,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
ErcoleProcacciniI,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
GiulioCesareProcaccini,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
PierrePuget,Marseille,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,France,France,Q142,Q142
Perugin,Città della Pieve,province de Pérouse,Ombrie,Ombrie,Italie,Q38,
ErasmusIIQuellinus,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
JacopoDellaQuercia,Quercegrossa,Castelnuovo Berardenga,Sienne,Toscane,Italie,Q38,
MarcantonioRaimondi,Molinella,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
AgostinoRamelli,Ponte Tresa,Tresa,Cercle de Sessa,Suisse,Suisse,Q39,Q39
BartolommeoRamenghi,Bagnacavallo,Ravenne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
GiovanniBattistaRamenghi,Bagnacavallo,Ravenne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
Pordenone,Pordenone,Organisme de décentralisation régionale de Pordenone,Frioul-Vénétie Julienne,Frioul-Vénétie Julienne,Italie,Q38,
EtienneRendu,,,,,,,
JusepeDeRibera,Xàtiva,Costera,province de Valence,Espagne,Espagne,Q29,Q29
DanieleDaVolterra,Volterra,Pise,Toscane,Toscane,Italie,Q38,
CarloRidolfi,Lonigo,Vicence,Vénétie,Vénétie,Italie,Q38,
Rembrandt,Leyde,Hollande-Méridionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
CesareRipa,Pérouse,province de Pérouse,Ombrie,Ombrie,Italie,Q38,
JacopoRipanda,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
JeanPierreRivalz,Labastide-d'Anjou,Aude,Occitanie,France,France,Q142,Q142
LucaDellaRobbia,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
ErcoleDeRoberti,Ferrare,Ferrare,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
GiovanniFrancescoRomanelli,Viterbe,Viterbe,Latium,Latium,Italie,Q38,
PaoloRomano,Sezze,province de Latina,Latium,Latium,Italie,Q38,
Romanino,Brescia,Brescia,Lombardie,Lombardie,Italie,Q38,
GiulioRomano,Rome,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,
CristoforoRoncalli,Pomarance,Pise,Toscane,Toscane,Italie,Q38,
JeanBaptisteRondelet,Lyon,Métropole de Lyon,Auvergne-Rhône-Alpes,France,France,Q142,Q142
PierreDeRonsard,château de la Possonnière,Couture-sur-Loir,Loir-et-Cher,France,France,Q142,Q142
SalvatorRosa,Naples,ville métropolitaine de Naples,Campanie,Campanie,Italie,Q38,
CosimoRosselli,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
ProperziaDeRossi,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
RossoFiorentino,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
MartinoRota,Šibenik,Šibenik-Knin,Adriatic Croatia,Croatie,Croatie,Q224,Q224
HansIRottenhammer,Munich,Haute-Bavière,Bavière,Allemagne,Allemagne,Q183,Q183
PeterPaulRubens,Siegen,arrondissement de Siegen-Wittgenstein,Arnsberg,Allemagne,Allemagne,Q183,Q183
GiovanniFrancescoRustici,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
LorenzoSabatini,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
AndreaSacchi,Nettuno,ville métropolitaine de Rome Capitale,Latium,Latium,Italie,Q38,
Sadeler,,,,,,,
HansSadeler,Bruxelles,arrondissement administratif de Bruxelles-Capitale,Région de Bruxelles-Capitale,Belgique,Belgique,Q31,Q31
RaphaelSadeler,Anvers,arrondissement administratif d'Anvers,province d'Anvers,Belgique,Belgique,Q31,Q31
PieterSaenredam,Assendelft,Hollande-Septentrionale,Pays-Bas,Pays-Bas,Pays-Bas,Q55,Q55
AndreaSalaino,Oreno,Vimercate,Monza et Brianza,Lombardie,Italie,Q38,
FrancescoSalviati,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
OrazioSammacchini,Bologne,ville métropolitaine de Bologne,Émilie-Romagne,Émilie-Romagne,Italie,Q38,
JoachimVonSandrart,Francfort-sur-le-Main,district de Darmstadt,Hesse,Allemagne,Allemagne,Q183,Q183
AntonioDaSangalloIlVecchio,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
BastianoDaSangallo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
FrancescoDaSangallo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
GiulianoDaSangallo,Florence,ville métropolitaine de Florence,Toscane,Toscane,Italie,Q38,
